filename,true_hour,true_minute,raw_answer,pred_hour,pred_minute,parse_success
clock_0072.png,11,34,07:30,7,30,True
clock_0073.png,1,34,01:30,1,30,True
clock_0074.png,5,46,06:30,6,30,True
clock_0075.png,3,0,03:00,3,0,True
clock_0076.png,5,25,05:30,5,30,True
clock_0077.png,7,13,03:30,3,30,True
clock_0078.png,7,26,06:30,6,30,True
clock_0079.png,9,14,09:30,9,30,True
clock_0080.png,10,41,08:30,8,30,True
clock_0081.png,12,12,02:00,2,0,True
clock_0082.png,3,31,06:30,6,30,True
clock_0083.png,7,48,08:30,8,30,True
clock_0084.png,4,31,06:30,6,30,True
clock_0085.png,4,29,06:30,6,30,True
clock_0086.png,5,22,03:30,3,30,True
clock_0087.png,7,44,08:30,8,30,True
clock_0088.png,11,28,06:30,6,30,True
clock_0089.png,4,12,02:35,2,35,True
clock_0090.png,7,58,08:30,8,30,True
clock_0091.png,3,21,03:45,3,45,True
clock_0092.png,12,1,12:00,12,0,True
clock_0093.png,10,44,09:00,9,0,True
clock_0094.png,9,52,10:30,10,30,True
clock_0095.png,6,27,06:30,6,30,True
clock_0096.png,12,43,08:30,8,30,True
clock_0097.png,12,19,03:45,3,45,True
clock_0098.png,11,57,12:00,12,0,True
clock_0099.png,7,27,06:30,6,30,True
clock_0100.png,9,38,08:30,8,30,True
clock_0101.png,1,0,01:00,1,0,True
clock_0102.png,9,26,09:35,9,35,True
clock_0103.png,9,51,10:30,10,30,True
clock_0104.png,9,2,09:00,9,0,True
clock_0105.png,7,5,07:30,7,30,True
clock_0106.png,8,26,08:30,8,30,True
clock_0107.png,9,36,07:30,7,30,True
clock_0108.png,1,50,10:30,10,30,True
clock_0109.png,10,43,09:30,9,30,True
clock_0110.png,8,14,03:30,3,30,True
clock_0111.png,11,53,09:00,9,0,True
clock_0112.png,8,40,09:30,9,30,True
clock_0113.png,4,48,05:00,5,0,True
clock_0114.png,1,57,02:00,2,0,True
clock_0115.png,4,11,02:03,2,3,True
clock_0116.png,7,1,07:00,7,0,True
clock_0117.png,3,48,09:40,9,40,True
clock_0118.png,5,48,06:30,6,30,True
clock_0119.png,8,16,08:30,8,30,True
clock_0120.png,11,48,10:30,10,30,True
clock_0121.png,2,1,02:00,2,0,True
clock_0122.png,12,53,09:30,9,30,True
clock_0123.png,7,36,07:30,7,30,True
clock_0124.png,1,0,01:00,1,0,True
clock_0125.png,3,1,03:00,3,0,True
clock_0126.png,5,43,06:30,6,30,True
clock_0127.png,10,31,06:30,6,30,True
clock_0128.png,6,31,06:30,6,30,True
clock_0129.png,7,3,07:30,7,30,True
clock_0130.png,7,10,07:25,7,25,True
clock_0131.png,8,58,09:00,9,0,True
clock_0132.png,1,37,02:30,2,30,True
clock_0133.png,8,4,08:00,8,0,True
clock_0134.png,4,33,07:30,7,30,True
clock_0135.png,6,21,06:30,6,30,True
clock_0136.png,11,47,09:30,9,30,True
clock_0137.png,1,8,01:30,1,30,True
clock_0138.png,12,58,01:30,1,30,True
clock_0139.png,6,15,03:30,3,30,True
clock_0140.png,3,19,03:40,3,40,True
clock_0141.png,12,58,01:30,1,30,True
clock_0142.png,4,18,03:40,3,40,True
clock_0143.png,10,2,01:30,1,30,True
clock_0144.png,3,19,03:40,3,40,True
clock_0145.png,7,51,08:30,8,30,True
clock_0146.png,9,32,07:30,7,30,True
clock_0147.png,8,38,08:30,8,30,True
clock_0148.png,2,39,08:30,8,30,True
clock_0149.png,1,10,02:30,2,30,True
clock_0150.png,12,56,01:30,1,30,True
clock_0151.png,9,49,10:30,10,30,True
clock_0152.png,7,30,06:00,6,0,True
clock_0153.png,10,34,07:30,7,30,True
clock_0154.png,7,59,08:00,8,0,True
clock_0155.png,10,47,09:30,9,30,True
clock_0156.png,9,51,10:30,10,30,True
clock_0157.png,12,48,10:30,10,30,True
clock_0158.png,2,0,02:00,2,0,True
clock_0159.png,12,4,01:00,1,0,True
clock_0160.png,5,31,06:30,6,30,True
clock_0161.png,11,54,03:00,3,0,True
clock_0162.png,9,40,09:30,9,30,True
clock_0163.png,3,18,03:30,3,30,True
clock_0164.png,3,19,03:40,3,40,True
clock_0165.png,8,53,09:30,9,30,True
clock_0166.png,8,32,07:30,7,30,True
clock_0167.png,8,51,09:30,9,30,True
clock_0168.png,11,48,10:30,10,30,True
clock_0169.png,8,35,07:30,7,30,True
clock_0170.png,6,39,08:30,8,30,True
clock_0171.png,4,34,07:30,7,30,True
clock_0172.png,9,34,07:30,7,30,True
clock_0173.png,9,28,09:30,9,30,True
clock_0174.png,2,45,09:30,9,30,True
clock_0175.png,2,1,02:00,2,0,True
clock_0176.png,6,34,07:30,7,30,True
clock_0177.png,9,35,08:30,8,30,True
clock_0178.png,1,3,01:30,1,30,True
clock_0179.png,1,13,02:30,2,30,True
clock_0180.png,5,47,06:30,6,30,True
clock_0181.png,4,55,05:30,5,30,True
clock_0182.png,8,6,08:30,8,30,True
clock_0183.png,3,16,03:30,3,30,True
clock_0184.png,1,47,09:30,9,30,True
clock_0185.png,12,58,01:30,1,30,True
clock_0186.png,3,21,03:45,3,45,True
clock_0187.png,7,21,08:35,8,35,True
clock_0188.png,6,37,07:30,7,30,True
clock_0189.png,3,53,04:00,4,0,True
clock_0190.png,8,26,08:30,8,30,True
clock_0191.png,11,33,06:30,6,30,True
clock_0192.png,5,29,06:30,6,30,True
clock_0193.png,1,27,01:30,1,30,True
clock_0194.png,1,4,01:30,1,30,True
clock_0195.png,12,47,09:30,9,30,True
clock_0196.png,3,3,03:00,3,0,True
clock_0197.png,3,48,09:40,9,40,True
clock_0198.png,1,43,02:35,2,35,True
clock_0199.png,12,29,06:30,6,30,True
clock_0200.png,5,5,01:30,1,30,True
clock_0201.png,3,59,04:00,4,0,True
clock_0202.png,9,36,07:30,7,30,True
clock_0203.png,8,28,06:30,6,30,True
clock_0204.png,1,45,09:30,9,30,True
clock_0205.png,5,30,06:00,6,0,True
clock_0206.png,3,59,04:00,4,0,True
clock_0207.png,1,51,10:30,10,30,True
clock_0208.png,5,31,06:30,6,30,True
clock_0209.png,7,32,07:00,7,0,True
clock_0210.png,3,17,03:30,3,30,True
clock_0211.png,9,41,08:30,8,30,True
clock_0212.png,6,57,07:30,7,30,True
clock_0213.png,3,39,08:30,8,30,True
clock_0214.png,8,49,09:30,9,30,True
clock_0215.png,6,22,06:30,6,30,True
clock_0216.png,2,26,03:30,3,30,True
clock_0217.png,10,1,09:30,9,30,True
clock_0218.png,10,16,03:00,3,0,True
clock_0219.png,8,32,07:30,7,30,True
clock_0220.png,9,42,08:30,8,30,True
clock_0221.png,6,47,07:30,7,30,True
clock_0222.png,7,28,06:30,6,30,True
clock_0223.png,10,54,11:30,11,30,True
clock_0224.png,10,34,07:30,7,30,True
clock_0225.png,2,24,03:35,3,35,True
clock_0226.png,8,12,08:30,8,30,True
clock_0227.png,12,57,01:30,1,30,True
clock_0228.png,7,56,08:30,8,30,True
clock_0229.png,4,44,09:30,9,30,True
clock_0230.png,4,0,04:00,4,0,True
clock_0231.png,8,45,09:30,9,30,True
clock_0232.png,12,50,10:30,10,30,True
clock_0233.png,7,14,03:30,3,30,True
clock_0234.png,12,33,06:30,6,30,True
clock_0235.png,2,31,06:30,6,30,True
clock_0236.png,7,21,08:35,8,35,True
clock_0237.png,3,24,03:30,3,30,True
clock_0238.png,10,21,04:10,4,10,True
clock_0239.png,10,57,12:00,12,0,True
clock_0240.png,6,48,07:30,7,30,True
clock_0241.png,4,41,08:30,8,30,True
clock_0242.png,6,14,03:30,3,30,True
clock_0243.png,6,42,08:30,8,30,True
clock_0244.png,12,36,07:30,7,30,True
clock_0245.png,1,7,01:30,1,30,True
clock_0246.png,5,59,06:00,6,0,True
clock_0247.png,12,43,08:30,8,30,True
clock_0248.png,5,38,06:30,6,30,True
clock_0249.png,4,5,01:30,1,30,True
clock_0250.png,4,29,06:30,6,30,True
clock_0251.png,3,54,04:00,4,0,True
clock_0252.png,8,51,09:30,9,30,True
clock_0253.png,2,59,03:00,3,0,True
clock_0254.png,10,29,06:30,6,30,True
clock_0255.png,3,16,03:30,3,30,True
clock_0256.png,8,18,08:35,8,35,True
clock_0257.png,12,57,01:30,1,30,True
clock_0258.png,7,25,05:30,5,30,True
clock_0259.png,5,25,05:30,5,30,True
clock_0260.png,5,22,03:30,3,30,True
clock_0261.png,9,11,02:00,2,0,True
clock_0262.png,5,0,03:00,3,0,True
clock_0263.png,10,57,12:00,12,0,True
clock_0264.png,1,46,09:30,9,30,True
clock_0265.png,2,31,06:30,6,30,True
clock_0266.png,6,47,07:30,7,30,True
clock_0267.png,9,39,08:30,8,30,True
clock_0268.png,5,0,03:00,3,0,True
clock_0269.png,7,4,07:00,7,0,True
clock_0270.png,6,28,06:30,6,30,True
clock_0271.png,7,2,07:00,7,0,True
clock_0272.png,12,25,05:30,5,30,True
clock_0273.png,3,36,07:30,7,30,True
clock_0274.png,6,56,07:30,7,30,True
clock_0275.png,12,4,01:00,1,0,True
clock_0276.png,1,29,06:30,6,30,True
clock_0277.png,4,4,01:00,1,0,True
clock_0278.png,12,15,01:30,1,30,True
clock_0279.png,10,25,05:30,5,30,True
clock_0280.png,5,38,06:30,6,30,True
clock_0281.png,4,32,06:30,6,30,True
clock_0282.png,5,22,03:30,3,30,True
clock_0283.png,10,9,01:20,1,20,True
clock_0284.png,6,4,06:00,6,0,True
clock_0285.png,4,33,07:30,7,30,True
clock_0286.png,4,30,06:30,6,30,True
clock_0287.png,10,57,12:00,12,0,True
clock_0288.png,3,57,04:00,4,0,True
clock_0289.png,1,55,02:30,2,30,True
clock_0290.png,5,44,09:30,9,30,True
clock_0291.png,4,15,03:00,3,0,True
clock_0292.png,8,15,03:30,3,30,True
clock_0293.png,7,1,07:00,7,0,True
clock_0294.png,1,27,01:30,1,30,True
clock_0295.png,11,19,04:04,4,4,True
clock_0296.png,8,11,02:00,2,0,True
clock_0297.png,2,34,03:30,3,30,True
clock_0298.png,12,32,06:30,6,30,True
clock_0299.png,1,50,10:30,10,30,True
clock_0300.png,11,36,07:30,7,30,True
clock_0301.png,12,2,12:00,12,0,True
clock_0302.png,1,32,06:30,6,30,True
clock_0303.png,8,9,08:30,8,30,True
clock_0304.png,11,43,09:30,9,30,True
clock_0305.png,12,30,06:00,6,0,True
clock_0306.png,2,50,10:30,10,30,True
clock_0307.png,2,34,03:30,3,30,True
clock_0308.png,7,16,07:30,7,30,True
clock_0309.png,10,7,01:30,1,30,True
clock_0310.png,10,9,01:20,1,20,True
clock_0311.png,10,33,07:30,7,30,True
clock_0312.png,3,40,09:30,9,30,True
clock_0313.png,7,3,07:30,7,30,True
clock_0314.png,10,52,10:30,10,30,True
clock_0315.png,2,44,09:30,9,30,True
clock_0316.png,11,28,06:30,6,30,True
clock_0317.png,8,35,07:30,7,30,True
clock_0318.png,9,20,09:04,9,4,True
clock_0319.png,9,35,08:30,8,30,True
clock_0320.png,10,36,07:30,7,30,True
clock_0321.png,9,23,09:30,9,30,True
clock_0322.png,3,48,09:40,9,40,True
clock_0323.png,3,47,09:45,9,45,True
clock_0324.png,4,17,03:04,3,4,True
clock_0325.png,1,38,02:30,2,30,True
clock_0326.png,8,22,08:30,8,30,True
clock_0327.png,5,11,02:35,2,35,True
clock_0328.png,1,54,01:30,1,30,True
clock_0329.png,7,24,05:30,5,30,True
clock_0330.png,3,40,09:30,9,30,True
clock_0331.png,1,48,10:20,10,20,True
clock_0332.png,4,47,04:05,4,5,True
clock_0333.png,9,21,09:04,9,4,True
clock_0334.png,11,18,03:25,3,25,True
clock_0335.png,1,35,01:30,1,30,True
clock_0336.png,12,40,09:30,9,30,True
clock_0337.png,3,11,02:30,2,30,True
clock_0338.png,9,6,09:30,9,30,True
clock_0339.png,12,13,01:30,1,30,True
clock_0340.png,4,18,03:40,3,40,True
clock_0341.png,10,46,09:00,9,0,True
clock_0342.png,5,4,01:30,1,30,True
clock_0343.png,3,11,02:30,2,30,True
clock_0344.png,9,51,10:30,10,30,True
clock_0345.png,11,20,04:04,4,4,True
clock_0346.png,4,52,05:30,5,30,True
clock_0347.png,7,15,03:30,3,30,True
clock_0348.png,9,38,08:30,8,30,True
clock_0349.png,5,41,06:30,6,30,True
clock_0350.png,10,38,08:30,8,30,True
clock_0351.png,10,4,01:00,1,0,True
clock_0352.png,3,22,03:30,3,30,True
clock_0353.png,11,10,02:30,2,30,True
clock_0354.png,2,46,09:30,9,30,True
clock_0355.png,12,8,01:30,1,30,True
clock_0356.png,10,57,12:00,12,0,True
clock_0357.png,12,16,03:30,3,30,True
clock_0358.png,6,6,06:00,6,0,True
clock_0359.png,8,41,08:30,8,30,True
clock_0360.png,9,49,10:30,10,30,True
clock_0361.png,11,57,12:00,12,0,True
clock_0362.png,2,4,01:30,1,30,True
clock_0363.png,5,37,06:30,6,30,True
clock_0364.png,3,7,02:30,2,30,True
clock_0365.png,1,21,02:45,2,45,True
clock_0366.png,4,16,03:30,3,30,True
clock_0367.png,7,24,05:30,5,30,True
clock_0368.png,4,35,03:30,3,30,True
clock_0369.png,6,59,06:00,6,0,True
clock_0370.png,3,43,09:30,9,30,True
clock_0371.png,6,38,07:30,7,30,True
clock_0372.png,11,9,01:30,1,30,True
clock_0373.png,10,18,03:40,3,40,True
clock_0374.png,7,2,07:00,7,0,True
clock_0375.png,2,27,03:30,3,30,True
clock_0376.png,10,19,04:00,4,0,True
clock_0377.png,12,7,01:00,1,0,True
clock_0378.png,9,38,08:30,8,30,True
clock_0379.png,1,2,01:30,1,30,True
clock_0380.png,12,56,01:30,1,30,True
clock_0381.png,12,48,10:30,10,30,True
clock_0382.png,9,55,10:30,10,30,True
clock_0383.png,1,37,02:30,2,30,True
clock_0384.png,5,5,01:30,1,30,True
clock_0385.png,10,43,09:30,9,30,True
clock_0386.png,5,15,03:30,3,30,True
clock_0387.png,6,20,06:30,6,30,True
clock_0388.png,11,59,12:00,12,0,True
clock_0389.png,5,35,06:30,6,30,True
clock_0390.png,3,18,03:30,3,30,True
clock_0391.png,4,56,05:00,5,0,True
clock_0392.png,2,46,09:30,9,30,True
clock_0393.png,9,48,09:30,9,30,True
clock_0394.png,1,52,02:30,2,30,True
clock_0395.png,6,53,07:30,7,30,True
clock_0396.png,3,15,03:30,3,30,True
clock_0397.png,7,56,08:30,8,30,True
clock_0398.png,11,11,02:02,2,2,True
clock_0399.png,10,31,06:30,6,30,True
clock_0400.png,8,37,08:30,8,30,True
clock_0401.png,12,23,03:30,3,30,True
clock_0402.png,12,52,09:30,9,30,True
clock_0403.png,8,57,09:00,9,0,True
clock_0404.png,12,35,06:30,6,30,True
clock_0405.png,10,7,01:30,1,30,True
clock_0406.png,10,59,12:00,12,0,True
clock_0407.png,2,27,03:30,3,30,True
clock_0408.png,12,36,07:30,7,30,True
clock_0409.png,9,35,08:30,8,30,True
clock_0410.png,11,53,09:00,9,0,True
clock_0411.png,1,8,01:30,1,30,True
clock_0412.png,1,52,02:30,2,30,True
clock_0413.png,4,12,02:35,2,35,True
clock_0414.png,12,47,09:30,9,30,True
clock_0415.png,3,5,03:00,3,0,True
clock_0416.png,2,50,10:30,10,30,True
clock_0417.png,5,46,06:30,6,30,True
clock_0418.png,9,1,09:00,9,0,True
clock_0419.png,10,55,10:30,10,30,True
clock_0420.png,2,58,03:00,3,0,True
clock_0421.png,5,54,06:00,6,0,True
clock_0422.png,8,32,07:30,7,30,True
clock_0423.png,6,0,06:00,6,0,True
clock_0424.png,2,31,06:30,6,30,True
clock_0425.png,1,10,02:30,2,30,True
clock_0426.png,5,25,05:30,5,30,True
clock_0427.png,9,21,09:04,9,4,True
clock_0428.png,11,26,05:30,5,30,True
clock_0429.png,1,12,02:30,2,30,True
clock_0430.png,1,33,02:30,2,30,True
clock_0431.png,9,34,07:30,7,30,True
clock_0432.png,1,20,04:04,4,4,True
clock_0433.png,7,5,07:30,7,30,True
clock_0434.png,12,16,03:30,3,30,True
clock_0435.png,5,30,06:00,6,0,True
clock_0436.png,5,37,06:30,6,30,True
clock_0437.png,3,52,04:00,4,0,True
clock_0438.png,7,36,07:30,7,30,True
clock_0439.png,5,36,06:30,6,30,True
clock_0440.png,10,9,01:20,1,20,True
clock_0441.png,3,16,03:30,3,30,True
clock_0442.png,5,13,03:30,3,30,True
clock_0443.png,9,45,09:00,9,0,True
clock_0444.png,1,50,10:30,10,30,True
clock_0445.png,4,0,04:00,4,0,True
clock_0446.png,1,39,08:30,8,30,True
clock_0447.png,2,27,03:30,3,30,True
clock_0448.png,8,38,08:30,8,30,True
clock_0449.png,10,57,12:00,12,0,True
clock_0450.png,2,53,03:30,3,30,True
clock_0451.png,6,2,06:00,6,0,True
clock_0452.png,11,49,09:55,9,55,True
clock_0453.png,12,0,12:00,12,0,True
clock_0454.png,6,43,07:30,7,30,True
clock_0455.png,5,29,06:30,6,30,True
clock_0456.png,11,56,01:00,1,0,True
clock_0457.png,1,47,09:30,9,30,True
clock_0458.png,7,14,03:30,3,30,True
clock_0459.png,5,20,04:05,4,5,True
clock_0460.png,2,10,02:30,2,30,True
clock_0461.png,3,38,03:30,3,30,True
clock_0462.png,6,59,06:00,6,0,True
clock_0463.png,2,37,03:30,3,30,True
clock_0464.png,2,33,03:30,3,30,True
clock_0465.png,2,29,06:30,6,30,True
clock_0466.png,11,50,10:30,10,30,True
clock_0467.png,2,51,03:00,3,0,True
clock_0468.png,9,37,07:30,7,30,True
clock_0469.png,1,23,02:30,2,30,True
clock_0470.png,12,29,06:30,6,30,True
clock_0471.png,7,41,08:30,8,30,True
clock_0472.png,3,16,03:30,3,30,True
clock_0473.png,5,28,06:30,6,30,True
clock_0474.png,4,9,02:30,2,30,True
clock_0475.png,8,16,08:30,8,30,True
clock_0476.png,10,16,03:00,3,0,True
clock_0477.png,12,19,03:45,3,45,True
clock_0478.png,8,4,08:00,8,0,True
clock_0479.png,2,5,02:30,2,30,True
clock_0480.png,5,1,05:00,5,0,True
clock_0481.png,11,42,08:30,8,30,True
clock_0482.png,11,50,10:30,10,30,True
clock_0483.png,9,22,09:30,9,30,True
clock_0484.png,7,15,03:30,3,30,True
clock_0485.png,11,53,09:00,9,0,True
clock_0486.png,8,3,08:30,8,30,True
clock_0487.png,8,3,08:30,8,30,True
clock_0488.png,8,24,08:35,8,35,True
clock_0489.png,3,31,06:30,6,30,True
clock_0490.png,3,26,03:30,3,30,True
clock_0491.png,2,57,03:00,3,0,True
clock_0492.png,3,18,03:30,3,30,True
clock_0493.png,5,4,01:30,1,30,True
clock_0494.png,2,27,03:30,3,30,True
clock_0495.png,10,21,04:10,4,10,True
clock_0496.png,5,5,01:30,1,30,True
clock_0497.png,1,4,01:30,1,30,True
clock_0498.png,9,11,02:00,2,0,True
clock_0499.png,10,45,09:00,9,0,True
